month,Alpha.EII,Delta.EII,Gamma.EII,Lambda.EII,Mu.EII,Others.EII
2020-11-01,NA,NA,NA,NA,NA,NA
2020-12-01,NA,NA,NA,NA,NA,NA
2021-01-01,0,0,0,0.66319182341524,0,251.349701074376
2021-02-01,1.46567976246875,0,0.977119841645836,1.46567976246875,0,144.125176642761
2021-03-01,7.61820702770111,0.173141068811389,7.44506595888972,4.84794992671889,0,135.742597948129
2021-04-01,19.3810778225392,0,53.2979640119828,25.8414370967189,0.23072711693499,198.425320564092
2021-05-01,34.5690891162047,0,174.192293208927,62.4039400928889,0,299.449122604007
2021-06-01,23.7783975021724,2.0094420424371,191.566808045671,61.9577963084774,0,180.849783819339
2021-07-01,8.90318268254915,25.0907875599113,128.961252189651,43.9763265835004,1.07917365849081,152.972866091072
2021-08-01,2.11913125298925,22.8395257266619,68.9894952362055,24.7231979515412,0.941836112439665,66.5171754410514
2021-09-01,0.438123923366383,16.0854069007372,17.3997786708363,7.94881975250437,0.563302187185349,19.9659330791252
2021-10-01,0.315825251777716,17.9494018093669,5.65853576101742,3.81622179231407,0.210550167851811,7.76403743953553
